Date,Corridor,Delay_Type,Minutes_Delayed
2023-01-25,Mountain,traffic,34.0
2023-01-25,Mountain,staff,46.0
2023-01-25,Mountain,signal,27.0
2023-01-25,Mountain,accident,43.0
2023-01-25,Valley,mechanical,31.0
2023-01-25,Valley, weather ,44.0
2023-01-25,Valley,traffic,39.0
2023-01-25,Valley,staff,41.0
2023-01-25,Valley,signal,40.0
2023-01-25,Valley,accident,29.0
2023-01-26,North-South, weather ,22.0
2023-01-26,North-South,staff,28.0
2023-01-26,North-South,signal,41.0
2023-01-26,North-South,accident,35.0
2023-01-26,East-West,mechanical,39.0
2023-01-26,East-West, weather ,36.0
2023-01-26,East-West,traffic,32.0
2023-01-26,East-West,staff,38.0
2023-01-26,East-West,signal,
2023-01-26,Central,mechanical,29.0
2023-01-26,Central, weather ,27.0
2023-01-26,Central,traffic,40.0
2023-01-26,Central,staff,36.0
2023-01-26,Central,signal,37.0
2023-01-26,Central,accident,33.0
2023-01-26,Coastal,mechanical,36.0
2023-01-26,Coastal, weather ,39.0
2023-01-26,Coastal,traffic,39.0
2023-01-26,Coastal,staff,48.0
2023-01-26,Coastal,signal,32.0
2023-01-26,Mountain,mechanical,32.0
2023-01-26,Mountain, weather ,34.0
2023-01-26,Mountain,traffic,43.0
2023-01-26,Mountain,staff,33.0
2023-01-26,Mountain,signal,38.0
2023-01-26,Mountain,accident,37.0
2023-01-26,Valley,mechanical,40.0
2023-01-26,Valley, weather ,36.0
2023-01-26,Valley,traffic,37.0
2023-01-26,Valley,staff,36.0
2023-01-26,Valley,signal,36.0
2023-01-27,North-South,mechanical,38.0
2023-01-27,North-South,traffic,31.0
2023-01-27,North-South,staff,35.0
2023-01-27,North-South,signal,24.0
2023-01-27,North-South,accident,40.0
2023-01-27,East-West,mechanical,40.0
2023-01-27,East-West, weather ,34.0
2023-01-27,East-West,traffic,32.0
2023-01-27,East-West,staff,26.0
2023-01-27,East-West,accident,37.0
2023-01-27,Central,traffic,37.0
2023-01-27,Central,accident,37.0
2023-01-27,Coastal,mechanical,27.0
2023-01-27,Coastal, weather ,41.0
2023-01-27,Coastal,traffic,36.0
2023-01-27,Coastal,staff,
2023-01-27,Coastal,signal,32.0
2023-01-27,Coastal,accident,31.0
2023-01-27,Mountain,mechanical,32.0
2023-01-27,Mountain, weather ,31.0
2023-01-27,Mountain,traffic,42.0
2023-01-27,Mountain,signal,29.0
2023-01-27,Mountain,accident,34.0
2023-01-27,Valley,mechanical,28.0
2023-01-27,Valley,traffic,39.0
2023-01-27,Valley,signal,34.0
2023-01-27,Valley,accident,40.0
2023-01-28,North-South,mechanical,37.0
2023-01-28,North-South,traffic,39.0
2023-01-28,North-South,staff,48.0
2023-01-28,North-South,signal,24.0
2023-01-28,East-West,mechanical,31.0
2023-01-28,East-West, weather ,44.0
2023-01-28,East-West,traffic,31.0
2023-01-28,East-West,signal,34.0
2023-01-28,East-West,accident,24.0
2023-01-28,Central,mechanical,19.0
2023-01-28,Central, weather ,44.0
2023-01-28,Central,staff,35.0
2023-01-28,Central,signal,32.0
2023-01-28,Central,accident,46.0
2023-01-28,Coastal,mechanical,34.0
2023-01-28,Coastal, weather ,31.0
2023-01-28,Coastal,traffic,30.0
2023-01-28,Coastal,staff,37.0
2023-01-28,Coastal,accident,27.0
2023-01-28,Mountain,mechanical,30.0
2023-01-28,Mountain, weather ,42.0
2023-01-28,Mountain,signal,35.0
2023-01-28,Mountain,accident,42.0
2023-01-28,Valley,mechanical,25.0
2023-01-28,Valley,traffic,36.0
2023-01-28,Valley,staff,34.0
2023-01-28,Valley,signal,42.0
2023-01-28,Valley,accident,34.0
2023-01-29,North-South,mechanical,37.0
2023-01-29,North-South, weather ,24.0
2023-01-29,North-South,traffic,40.0
2023-01-29,North-South,staff,30.0
2023-01-29,North-South,signal,29.0
2023-01-29,North-South,accident,39.0
2023-01-29,East-West,mechanical,30.0
2023-01-29,East-West, weather ,42.0
2023-01-29,East-West,traffic,30.0
2023-01-29,East-West,staff,34.0
2023-01-29,East-West,signal,36.0
2023-01-29,East-West,accident,27.0
2023-01-29,Central,mechanical,41.0
2023-01-29,Central, weather ,30.0
2023-01-29,Central,staff,31.0
2023-01-29,Central,signal,
2023-01-29,Coastal,mechanical,40.0
2023-01-29,Coastal,traffic,44.0
2023-01-29,Coastal,staff,29.0
2023-01-29,Coastal,signal,40.0
2023-01-29,Coastal,accident,28.0
2023-01-29,Mountain,mechanical,37.0
2023-01-29,Mountain, weather ,34.0
2023-01-29,Mountain,traffic,26.0
2023-01-29,Mountain,staff,40.0
2023-01-29,Mountain,signal,37.0
2023-01-29,Mountain,accident,43.0
2023-01-29,Valley,mechanical,29.0
2023-01-29,Valley, weather ,36.0
2023-01-29,Valley,traffic,41.0
2023-01-29,Valley,staff,38.0
2023-01-29,Valley,signal,
2023-01-29,Valley,accident,34.0
2023-01-30,North-South,mechanical,
2023-01-30,North-South, weather ,32.0
2023-01-30,North-South,traffic,
2023-01-30,North-South,staff,28.0
2023-01-30,North-South,,34.0
2023-01-30,East-West,mechanical,37.0
2023-01-30,East-West,traffic,32.0
2023-01-30,East-West,staff,37.0
2023-01-30,East-West,accident,38.0
2023-01-30,Central,mechanical,38.0
2023-01-30,Central, weather ,29.0
2023-01-30,Central,traffic,30.0
2023-01-30,Central,staff,31.0
2023-01-30,Central,accident,38.0
2023-01-30,Coastal,mechanical,32.0
2023-01-30,Coastal, weather ,42.0
2023-01-30,Coastal,traffic,40.0
2023-01-30,Coastal,staff,31.0
2023-01-30,Coastal,signal,38.0
2023-01-30,Coastal,,27.0
2023-01-30,Mountain,mechanical,34.0
2023-01-30,Mountain,traffic,36.0
2023-01-30,Mountain,staff,34.0
2023-01-30,Mountain,signal,31.0
2023-01-30,Mountain,accident,39.0
2023-01-30,Valley,mechanical,39.0
2023-01-30,Valley,traffic,41.0
2023-01-30,Valley,staff,42.0
2023-01-30,Valley,signal,38.0
2023-01-30,Valley,accident,26.0
2023-01-31,North-South,mechanical,32.0
2023-01-31,North-South, weather ,32.0
2023-01-31,North-South,traffic,39.0
2023-01-31,North-South,staff,43.0
2023-01-31,North-South,signal,38.0
2023-01-31,North-South,accident,
2023-01-31,East-West,mechanical,25.0
2023-01-31,East-West, weather ,40.0
2023-01-31,East-West,traffic,
2023-01-31,East-West,staff,37.0
2023-01-31,East-West,accident,38.0
2023-01-31,Central,mechanical,42.0
2023-01-31,Central, weather ,35.0
2023-01-31,Central,traffic,32.0
2023-01-31,Central,staff,40.0
2023-01-31,Central,signal,43.0
2023-01-31,Central,accident,37.0
2023-01-31,Coastal,mechanical,36.0
2023-01-31,Coastal, weather ,
2023-01-31,Coastal,traffic,27.0
2023-01-31,Coastal,staff,35.0
2023-01-31,Coastal,signal,47.0
2023-01-31,Coastal,accident,39.0
2023-01-31,Mountain,mechanical,37.0
2023-01-31,Mountain,traffic,31.0
2023-01-31,Mountain,signal,
2023-01-31,Mountain,accident,28.0
2023-01-31,Valley,mechanical,35.0
2023-01-31,Valley, weather ,37.0
2023-01-31,Valley,traffic,30.0
2023-01-31,Valley,staff,
2023-01-31,Valley,signal,27.0
2023-01-31,Valley,accident,40.0
2023-02-01,North-South,mechanical,35.0
2023-02-01,North-South, weather ,45.0
2023-02-01,North-South,traffic,26.0
2023-02-01,North-South,staff,27.0
2023-02-01,North-South,,35.0
2023-02-01,East-West,mechanical,35.0
2023-02-01,East-West, weather ,31.0
2023-02-01,East-West,traffic,34.0
2023-02-01,East-West,staff,44.0
2023-02-01,East-West,accident,37.0
2023-02-01,Central,mechanical,41.0
2023-02-01,Central, weather ,37.0
2023-02-01,Central,traffic,31.0
2023-02-01,Central,staff,37.0
2023-02-01,Central,signal,27.0
2023-02-01,Central,accident,34.0
2023-02-01,Coastal, weather ,27.0
2023-02-01,Coastal,traffic,39.0
2023-02-01,Coastal,staff,25.0
2023-02-01,Coastal,signal,46.0
2023-02-01,Coastal,accident,38.0
2023-02-01,Mountain,mechanical,36.0
2023-02-01,Mountain, weather ,37.0
2023-02-01,Mountain,traffic,37.0
2023-02-01,Mountain,staff,39.0
2023-02-01,Mountain,signal,43.0
2023-02-01,Mountain,accident,35.0
2023-02-01,Valley,mechanical,31.0
2023-02-01,Valley, weather ,36.0
2023-02-01,Valley,traffic,27.0
2023-02-01,Valley,staff,32.0
2023-02-01,Valley,signal,37.0
2023-02-01,Valley,accident,38.0
2023-02-02,North-South,mechanical,38.0
2023-02-02,North-South, weather ,32.0
2023-02-02,North-South,traffic,34.0
2023-02-02,North-South,staff,44.0
2023-02-02,North-South,signal,32.0
2023-02-02,North-South,accident,33.0
2023-02-02,East-West,mechanical,38.0
2023-02-02,East-West, weather ,33.0
2023-02-02,East-West,traffic,
2023-02-02,East-West,staff,43.0
2023-02-02,East-West,signal,28.0
2023-02-02,East-West,accident,37.0
2023-02-02,Central,mechanical,32.0
2023-02-02,Central, weather ,33.0
2023-02-02,Central,traffic,38.0
2023-02-02,Central,staff,33.0
2023-02-02,Central,signal,38.0
2023-02-02,Central,accident,35.0
2023-02-02,Coastal,mechanical,33.0
2023-02-02,Coastal, weather ,29.0
2023-02-02,Coastal,traffic,39.0
2023-02-02,Coastal,staff,32.0
2023-02-02,Coastal,signal,37.0
2023-02-02,Coastal,accident,49.0
2023-02-02,Mountain,mechanical,33.0
2023-02-02,Mountain, weather ,36.0
2023-02-02,Mountain,traffic,36.0
2023-02-02,Mountain,staff,39.0
2023-02-02,Mountain,signal,34.0
2023-02-02,Mountain,accident,31.0
2023-02-02,Valley,mechanical,24.0
2023-02-02,Valley,traffic,36.0
2023-02-02,Valley,staff,36.0
2023-02-03,North-South,mechanical,34.0
2023-02-03,North-South, weather ,
2023-02-03,North-South,traffic,37.0
2023-02-03,North-South,staff,37.0
2023-02-03,North-South,signal,33.0
2023-02-03,North-South,accident,35.0
2023-02-03,East-West,mechanical,44.0
2023-02-03,East-West, weather ,35.0
2023-02-03,East-West,traffic,28.0
2023-02-03,East-West,staff,28.0
2023-02-03,East-West,accident,31.0
2023-02-03,Central,mechanical,46.0
2023-02-03,Central, weather ,35.0
2023-02-03,Central,traffic,36.0
2023-02-03,Central,staff,31.0
2023-02-03,Central,signal,39.0
2023-02-03,Central,accident,35.0
2023-02-03,Coastal,mechanical,36.0
2023-02-03,Coastal, weather ,41.0
2023-02-03,Coastal,traffic,30.0
2023-02-03,Coastal,staff,42.0
2023-02-03,Coastal,signal,34.0
2023-02-03,Coastal,accident,38.0
2023-02-03,Mountain, weather ,38.0
2023-02-03,Mountain,traffic,
2023-02-03,Mountain,staff,40.0
2023-02-03,Mountain,signal,38.0
2023-02-03,Mountain,accident,31.0
2023-02-03,Valley,mechanical,39.0
2023-02-03,Valley, weather ,39.0
2023-02-03,Valley,traffic,
2023-02-03,Valley,staff,41.0
2023-02-03,Valley,signal,26.0
2023-02-03,Valley,accident,25.0
2023-02-04,North-South,mechanical,33.0
2023-02-04,North-South, weather ,32.0
2023-02-04,North-South,traffic,35.0
2023-02-04,North-South,,25.0
2023-02-04,North-South,signal,40.0
2023-02-04,East-West,mechanical,23.0
2023-02-04,East-West, weather ,33.0
2023-02-04,East-West,traffic,30.0
2023-02-04,East-West,signal,33.0
2023-02-04,East-West,accident,32.0
2023-02-04,Central,mechanical,30.0
2023-02-04,Central, weather ,33.0
2023-02-04,Central,traffic,35.0
2023-02-04,Central,staff,36.0
2023-02-04,Central,signal,25.0
2023-02-04,Central,accident,30.0
2023-02-04,Coastal,mechanical,36.0
2023-02-04,Coastal, weather ,28.0
2023-02-04,Coastal,traffic,31.0
2023-02-04,Coastal,staff,31.0
2023-02-04,Coastal,signal,37.0
2023-02-04,Mountain, weather ,39.0
2023-02-04,Mountain,traffic,22.0
2023-02-04,Mountain,staff,38.0
2023-02-04,Mountain,signal,41.0
2023-02-04,Mountain,accident,31.0
2023-02-04,Valley, weather ,32.0
2023-02-04,Valley,traffic,33.0
2023-02-04,Valley,,41.0
2023-02-04,Valley,signal,
2023-02-04,Valley,accident,33.0
2023-02-05,North-South,mechanical,26.0
2023-02-05,North-South, weather ,35.0
2023-02-05,North-South,traffic,37.0
2023-02-05,North-South,signal,39.0
2023-02-05,North-South,accident,47.0
2023-02-05,East-West,mechanical,32.0
2023-02-05,East-West, weather ,40.0
2023-02-05,East-West,traffic,22.0
2023-02-05,East-West,staff,48.0
2023-02-05,East-West,signal,34.0
2023-02-05,East-West,accident,30.0
2023-02-05,Central,mechanical,33.0
2023-02-05,Central, weather ,40.0
2023-02-05,Central,traffic,30.0
2023-02-05,Central,staff,34.0
2023-02-05,Central,signal,30.0
2023-02-05,Central,accident,37.0
2023-02-05,Coastal,mechanical,28.0
2023-02-05,Coastal, weather ,39.0
2023-02-05,Coastal,traffic,37.0
2023-02-05,Coastal,staff,39.0
2023-02-05,Coastal,signal,43.0
2023-02-05,Coastal,accident,33.0
2023-02-05,Mountain,mechanical,27.0
2023-02-05,Mountain, weather ,
2023-02-05,Mountain,signal,32.0
2023-02-05,Mountain,accident,28.0
2023-02-05,Valley,mechanical,35.0
2023-02-05,Valley, weather ,35.0
2023-02-05,Valley,staff,38.0
2023-02-05,Valley,signal,28.0
2023-02-05,Valley,accident,27.0
2023-02-06,North-South, weather ,40.0
2023-02-06,North-South,traffic,32.0
2023-02-06,North-South,staff,41.0
2023-02-06,North-South,signal,43.0
2023-02-06,North-South,accident,40.0
2023-02-06,East-West,mechanical,33.0
2023-02-06,East-West, weather ,24.0
2023-02-06,East-West,traffic,31.0
2023-02-06,East-West,staff,39.0
2023-02-06,East-West,signal,46.0
2023-02-06,East-West,accident,49.0
2023-02-06,Central,mechanical,33.0
2023-02-06,Central, weather ,29.0
2023-02-06,Central,traffic,37.0
2023-02-06,Central,staff,36.0
2023-02-06,Central,accident,41.0
2023-02-06,Coastal,,33.0
2023-02-06,Coastal, weather ,31.0
2023-02-06,Coastal,traffic,44.0
2023-02-06,Coastal,staff,34.0
2023-02-06,Coastal,signal,38.0
2023-02-06,Coastal,accident,28.0
2023-02-06,Mountain,mechanical,37.0
2023-02-06,Mountain,traffic,
2023-02-06,Mountain,staff,35.0
2023-02-06,Mountain,signal,25.0
2023-02-06,Mountain,accident,40.0
2023-02-06,Valley,mechanical,36.0
2023-02-06,Valley, weather ,22.0
2023-02-06,Valley,traffic,34.0
2023-02-06,Valley,staff,42.0
2023-02-06,Valley,signal,49.0
2023-02-06,Valley,accident,36.0
2023-02-07,North-South,mechanical,34.0
2023-02-07,North-South, weather ,25.0
2023-02-07,North-South,traffic,39.0
2023-02-07,North-South,staff,35.0
2023-02-07,North-South,signal,31.0
2023-02-07,North-South,accident,38.0
2023-02-07,East-West,mechanical,
2023-02-07,East-West, weather ,35.0
2023-02-07,East-West,traffic,45.0
2023-02-07,East-West,staff,37.0
2023-02-07,East-West,signal,32.0
2023-02-07,East-West,accident,39.0
2023-02-07,Central,mechanical,34.0
2023-02-07,Central, weather ,35.0
2023-02-07,Central,,27.0
2023-02-07,Central,accident,33.0
2023-02-07,Coastal,mechanical,39.0
2023-02-07,Coastal, weather ,
2023-02-07,Coastal,staff,36.0
2023-02-07,Coastal,signal,40.0
2023-02-07,Coastal,accident,36.0
2023-02-07,Mountain,mechanical,
2023-02-07,Mountain,,27.0
2023-02-07,Mountain,staff,30.0
2023-02-07,Mountain,signal,20.0
2023-02-07,Mountain,accident,42.0
2023-02-07,Valley, weather ,47.0
2023-02-07,Valley,traffic,34.0
2023-02-07,Valley,staff,35.0
2023-02-07,Valley,accident,31.0
2023-02-08,North-South,mechanical,43.0
2023-02-08,North-South,traffic,40.0
2023-02-08,North-South,staff,35.0
2023-02-08,North-South,signal,36.0
2023-02-08,North-South,accident,32.0
2023-02-08,East-West,mechanical,30.0
2023-02-08,East-West, weather ,35.0
2023-02-08,East-West,traffic,32.0
2023-02-08,East-West,signal,40.0
2023-02-08,East-West,accident,36.0
2023-02-08,Central, weather ,34.0
2023-02-08,Central,traffic,28.0
2023-02-08,Central,staff,35.0
2023-02-08,Central,signal,32.0
2023-02-08,Central,accident,30.0
2023-02-08,Coastal,mechanical,30.0
2023-02-08,Coastal, weather ,34.0
2023-02-08,Coastal,traffic,
2023-02-08,Coastal,staff,41.0
2023-02-08,Coastal,signal,33.0
2023-02-08,Coastal,accident,39.0
2023-02-08,Mountain,mechanical,36.0
2023-02-08,Mountain, weather ,25.0
2023-02-08,Mountain,traffic,38.0
2023-02-08,Mountain,staff,40.0
2023-02-08,Mountain,signal,47.0
2023-02-08,Mountain,accident,31.0
2023-02-08,Valley,mechanical,31.0
2023-02-08,Valley, weather ,39.0
2023-02-08,Valley,traffic,35.0
2023-02-08,Valley,,33.0
2023-02-08,Valley,signal,41.0
2023-02-08,Valley,accident,39.0
2023-02-09,North-South,mechanical,44.0
2023-02-09,North-South, weather ,31.0
2023-02-09,North-South,staff,29.0
2023-02-09,North-South,signal,42.0
2023-02-09,North-South,accident,39.0
2023-02-09,East-West,mechanical,47.0
2023-02-09,East-West, weather ,33.0
2023-02-09,East-West,traffic,40.0
2023-02-09,East-West,staff,33.0
2023-02-09,East-West,signal,41.0
2023-02-09,East-West,accident,34.0
2023-02-09,Central,mechanical,38.0
2023-02-09,Central, weather ,23.0
2023-02-09,Central,staff,29.0
2023-02-09,Central,signal,36.0
2023-02-09,Central,accident,28.0
2023-02-09,Coastal, weather ,29.0
2023-02-09,Coastal,traffic,31.0
2023-02-09,Coastal,staff,38.0
2023-02-09,Coastal,signal,31.0
2023-02-09,Mountain,mechanical,36.0
2023-02-09,Mountain, weather ,44.0
2023-02-09,Mountain,traffic,38.0
2023-02-09,Mountain,staff,36.0
2023-02-09,Mountain,signal,32.0
2023-02-09,Mountain,accident,37.0
2023-02-09,Valley,mechanical,
2023-02-09,Valley, weather ,25.0
2023-02-09,Valley,,31.0
2023-02-09,Valley,staff,38.0
2023-02-09,Valley,signal,24.0
2023-02-09,Valley,accident,46.0
2023-02-10,North-South,mechanical,38.0
2023-02-10,North-South, weather ,30.0
2023-02-10,North-South,traffic,
2023-02-10,North-South,staff,31.0
2023-02-10,North-South,signal,25.0
2023-02-10,North-South,accident,27.0
2023-02-10,East-West,mechanical,39.0
2023-02-10,East-West, weather ,34.0
2023-02-10,East-West,traffic,33.0
2023-02-10,East-West,staff,
2023-02-10,East-West,signal,31.0
2023-02-10,East-West,accident,37.0
2023-02-10,Central,mechanical,32.0
2023-02-10,Central,traffic,37.0
2023-02-10,Central,signal,37.0
2023-02-10,Central,accident,31.0
2023-02-10,Coastal,mechanical,38.0
2023-02-10,Coastal,,32.0
2023-02-10,Coastal,traffic,37.0
2023-02-10,Coastal,staff,47.0
2023-02-10,Coastal,accident,30.0
2023-02-10,Mountain,mechanical,38.0
2023-02-10,Mountain, weather ,
2023-02-10,Mountain,staff,36.0
2023-02-10,Mountain,accident,34.0
2023-02-10,Valley, weather ,33.0
2023-02-10,Valley,traffic,29.0
2023-02-10,Valley,signal,55.0
2023-02-10,Valley,accident,26.0
2023-02-11,North-South,mechanical,44.0
2023-02-11,North-South, weather ,31.0
2023-02-11,North-South,traffic,39.0
2023-02-11,North-South,staff,36.0
2023-02-11,North-South,signal,37.0
2023-02-11,North-South,accident,39.0
2023-02-11,East-West,mechanical,30.0
2023-02-11,East-West, weather ,39.0
2023-02-11,East-West,traffic,31.0
2023-02-11,East-West,staff,31.0
2023-02-11,East-West,signal,24.0
2023-02-11,East-West,accident,39.0
2023-02-11,Central,mechanical,38.0
2023-02-11,Central, weather ,47.0
2023-02-11,Central,staff,40.0
2023-02-11,Central,accident,45.0
2023-02-11,Coastal,traffic,30.0
2023-02-11,Coastal,staff,39.0
2023-02-11,Coastal,signal,35.0
2023-02-11,Coastal,accident,33.0
2023-02-11,Mountain,mechanical,36.0
2023-02-11,Mountain,traffic,31.0
2023-02-11,Mountain,staff,43.0
2023-02-11,Mountain,signal,40.0
2023-02-11,Mountain,accident,37.0
2023-02-11,Valley,mechanical,38.0
2023-02-11,Valley, weather ,34.0
2023-02-11,Valley,traffic,46.0
2023-02-11,Valley,staff,41.0
2023-02-11,Valley,signal,34.0
2023-02-11,Valley,accident,32.0
2023-02-12,North-South,mechanical,23.0
2023-02-12,North-South,traffic,45.0
2023-02-12,North-South,staff,40.0
2023-02-12,North-South,signal,38.0
2023-02-12,North-South,accident,29.0
2023-02-12,East-West,mechanical,25.0
2023-02-12,East-West, weather ,41.0
2023-02-12,East-West,traffic,27.0
2023-02-12,East-West,staff,32.0
2023-02-12,East-West,,35.0
2023-02-12,East-West,accident,33.0
2023-02-12,Central,mechanical,32.0
2023-02-12,Central, weather ,48.0
2023-02-12,Central,traffic,33.0
2023-02-12,Central,staff,27.0
2023-02-12,Central,signal,36.0
2023-02-12,Coastal,mechanical,38.0
2023-02-12,Coastal,traffic,42.0
2023-02-12,Coastal,staff,34.0
2023-02-12,Coastal,accident,29.0
2023-02-12,Mountain, weather ,29.0
2023-02-12,Mountain,traffic,30.0
2023-02-12,Mountain,staff,29.0
2023-02-12,Mountain,signal,39.0
2023-02-12,Mountain,accident,35.0
2023-02-12,Valley,mechanical,26.0
2023-02-12,Valley, weather ,29.0
2023-02-12,Valley,traffic,30.0
2023-02-12,Valley,accident,27.0
2023-02-13,North-South, weather ,35.0
2023-02-13,North-South,traffic,31.0
2023-02-13,North-South,staff,33.0
2023-02-13,North-South,signal,37.0
2023-02-13,North-South,accident,34.0
2023-02-13,East-West,mechanical,36.0
2023-02-13,East-West, weather ,38.0
2023-02-13,East-West,traffic,35.0
2023-02-13,East-West,staff,42.0
2023-02-13,East-West,signal,35.0
2023-02-13,East-West,accident,37.0
2023-02-13,Central,mechanical,32.0
2023-02-13,Central, weather ,38.0
2023-02-13,Central,traffic,33.0
2023-02-13,Central,staff,30.0
2023-02-13,Central,accident,34.0
2023-02-13,Coastal,mechanical,40.0
2023-02-13,Coastal, weather ,
2023-02-13,Coastal,traffic,
2023-02-13,Coastal,staff,31.0
2023-02-13,Coastal,accident,39.0
2023-02-13,Mountain,mechanical,41.0
2023-02-13,Mountain, weather ,32.0
2023-02-13,Mountain,traffic,34.0
2023-02-13,Mountain,signal,34.0
2023-02-13,Mountain,accident,
2023-02-13,Valley,mechanical,43.0
2023-02-13,Valley,traffic,25.0
2023-02-13,Valley,signal,33.0
2023-02-13,Valley,accident,51.0
2023-02-14,North-South,mechanical,37.0
2023-02-14,North-South, weather ,33.0
2023-02-14,North-South,traffic,36.0
2023-02-14,North-South,staff,30.0
2023-02-14,North-South,signal,33.0
